block_index,target_elapsed_ms,submit_elapsed_ms,submit_call_ms
0,0.0,0.005200003215577453,0.03359999391250312
1,20.0,20.000999997137114,0.046799999836366624
2,40.0,40.00169999926584,0.050000002374872565
3,60.0,60.001999998348765,0.05130000499775633
4,80.0,80.00210000318475,0.048499998229090124
5,100.0,100.00399999989895,0.0827999974717386
6,120.0,120.00129999796627,0.043600004573818296
7,140.0,140.00400000077207,0.09049999789567664
8,160.0,160.0010999973165,0.03730000025825575
9,180.0,180.00059999758378,0.03470000228844583
10,200.0,200.0008999966667,0.03310000465717167
11,220.0,220.0007999999798,0.03999999898951501
12,240.0,240.00070000329288,0.04049999552080408
13,260.0,260.00090000161435,0.038499994843732566
14,280.0,280.0007999976515,0.03270000161137432
15,300.0,300.00070000096457,0.035899996873922646
16,320.0,320.0007999985246,0.03740000101970509
17,340.0,340.00080000259914,0.038300000596791506
18,360.0,360.0007999993977,0.035899996873922646
19,380.0,380.0007999961963,0.0377000033040531
20,400.0,400.00080000027083,0.043499996536411345
21,420.0,420.00069999630796,0.03560000186553225
22,440.0,440.0009000019054,0.03650000144261867
23,460.0,460.0006999971811,0.038300000596791506
24,480.0,480.0007000012556,0.03659999492811039
25,500.0,500.0006999980542,0.037999998312443495
26,520.0,520.0008000028902,0.03279999509686604
27,540.0,540.0005999981659,0.03650000144261867
28,560.0,560.0007000030018,0.036799996451009065
29,580.0,580.000599999039,0.03440000000409782
30,600.0,600.0012000004062,0.04569999873638153
31,620.0,620.000800001435,0.03669999568955973
32,640.0,640.0007999982336,0.03590000414988026
33,660.0,660.095100000035,0.04489999992074445
34,680.0,680.0006999983452,0.03580000338843092
35,700.0,700.0009999974282,0.040700004319660366
36,720.0,720.0020000018412,0.04289999924367294
37,740.0,740.0273000021116,0.03949999518226832
38,760.0,760.0009000016144,0.04719999560620636
39,780.0,780.0007999976515,0.042100000428035855
40,800.0,800.000800001726,0.04709999484475702
41,820.0,820.0054999979329,0.043300002289470285
42,840.0,840.0005000003148,0.03899999865097925
43,860.0,860.0108999962686,0.038700003642588854
44,880.0,880.0007999961963,0.03980000474257395
45,900.0,900.0009000010323,0.04020000051241368
46,920.0,920.0008999978309,0.04030000127386302
47,940.0,940.000599999621,0.03979999746661633
48,960.0,960.0055999981123,0.043799998820759356
49,980.0,980.0006000004942,0.03440000000409782
50,1000.0,1000.0007999988156,0.03840000135824084
51,1020.0,1020.0569000007818,0.03550000110408291
52,1040.0,1040.0006999989273,0.0368999972124584
53,1060.0,1060.0009999980102,0.03390000347280875
54,1080.0,1080.000599999039,0.03580000338843092
55,1100.0,1100.000899998122,0.03290000313427299
56,1120.0,1120.0009000021964,0.03479999577393755
57,1140.0,1140.000699997472,0.040700004319660366
58,1160.0,1160.0009000030695,0.039399994420818985
59,1180.0,1180.0006999983452,0.034500000765547156
60,1200.0,1200.0009999974282,0.03360000118846074
61,1220.0,1220.000599998457,0.03790000482695177
62,1240.0,1240.0006000025314,0.03529999958118424
63,1260.0,1260.000800000853,0.03719999949680641
64,1280.0,1280.0010999999358,0.03740000101970509
65,1300.0,1300.0006000002031,0.03909999941242859
66,1320.0,1320.0006999977631,0.037500001781154424
67,1340.0,1340.0007000018377,0.038899997889529914
68,1360.0,1360.0010000009206,0.03930000093532726
69,1380.0,1380.0007000027108,0.03869999636663124
70,1400.0,1400.0010000017937,0.03819999983534217
71,1420.0,1420.0008999978309,0.0453000029665418
72,1440.0,1440.000599999621,0.03460000152699649
73,1460.0,1460.0009999994654,0.04150000313529745
74,1480.0,1480.000800002017,0.03749999450519681
75,1500.0,1500.0006999980542,0.040099999750964344
76,1520.0,1520.0009999971371,0.03850000211969018
77,1540.0,1540.0005999981659,0.03719999949680641
78,1560.0,1560.0007999964873,0.04000000626547262
79,1580.0,1580.0006999998004,0.04060000355821103
80,1600.0,1600.000899998122,0.03740000101970509
81,1620.0,1620.0009000021964,0.040599996282253414
82,1640.0,1640.000699997472,0.03560000186553225
83,1660.0,1660.000800002308,0.03869999636663124
84,1680.0,1680.0008999998681,0.04030000127386302
85,1700.0,1700.0007000024198,0.036299999919719994
86,1720.0,1720.0009000007412,0.03740000101970509
87,1740.0,1740.0007999967784,0.03800000558840111
88,1760.0,1760.0011999966227,0.043300002289470285
89,1780.0,1780.00069999689,0.041200000850949436
90,1800.0,1800.0006000002031,0.03999999898951501
91,1820.0,1820.0010000000475,0.042100000428035855
92,1840.0,1840.0009000033606,0.03599999763537198
93,1860.0,1860.0006999986363,0.041200000850949436
94,1880.0,1880.0363999980618,0.04340000305091962
95,1900.0,1900.000599998748,0.040400002035312355
96,1920.0,1920.0265999970725,0.040700004319660366
97,1940.0,1940.0007000003825,0.03809999907389283
98,1960.0,1960.0007999979425,0.040400002035312355
99,1980.0,1981.7934000020614,0.043799998820759356
100,2000.0,2000.2030999967246,0.03130000550299883
101,2020.0,2021.6747000013129,0.033700001949910074
102,2040.0,2040.0006999989273,0.038700003642588854
103,2060.0,2060.0010999987717,0.03999999898951501
104,2080.0,2080.0006999998004,0.040899998566601425
105,2100.0,2100.0006000031135,0.03789999755099416
106,2120.0,2120.0010999964434,0.03670000296551734
107,2140.0,2140.0007999982336,0.03980000474257395
108,2160.0,2160.0007000015466,0.035400000342633575
109,2180.0,2180.000899999868,0.0411000000895001
110,2200.0,2200.0007000024198,0.037999998312443495
111,2220.0,2220.0009000007412,0.03789999755099416
112,2240.0,2240.0348000010126,0.0520999965374358
113,2260.0,2260.0009000016144,0.03930000093532726
114,2280.0,2280.00069999689,0.032800002372823656
115,2300.0,2300.0007000009646,0.03360000118846074
116,2320.0,2320.000699997763,0.03590000414988026
117,2340.0,2340.0006000010762,0.03579999611247331
118,2360.0,2360.0977000023704,0.04429999535204843
119,2380.0,2380.0008999969577,0.0470000013592653
120,2400.0,2400.0010000017937,0.04629999602911994
121,2420.0,2420.0010999993538,0.048499998229090124
122,2440.0,2440.000800001144,0.03730000025825575
123,2460.0,2460.000899998704,0.04510000144364312
124,2480.0,2480.0010999970254,0.04389999958220869
125,2500.0,2500.0010000003385,0.04159999662078917
126,2520.0,2520.00080000289,0.03759999526664615
127,2540.0,2540.00129999622,0.04550000448944047
128,2560.0,2560.0009999980102,0.044200001866556704
129,2580.0,2580.0006999998004,0.0453000029665418
130,2600.0,2600.000699996599,0.046600005589425564
131,2620.0,2620.1540999973076,0.04099999932805076
132,2640.0,2640.0009999997565,0.04659999831346795
133,2660.0,2660.005600002478,0.04690000059781596
134,2680.0,2680.001100001391,0.04230000195093453
135,2700.0,2700.000800003181,0.043999993067700416
136,2720.0,2720.0006999992183,0.041799998143687844
137,2740.0,2740.0006000025314,0.0351999988197349
138,2760.0,2760.4269000003114,0.050199996621813625
139,2780.0,2780.005799999344,0.05370000144466758
140,2800.0,2800.0009000024875,0.04459999763639644
141,2820.0,2820.009000002756,0.04459999763639644
142,2840.0,2840.000800002599,0.04889999399892986
143,2860.0,2860.8654999989085,0.0518000015290454
144,2880.0,2880.0013000000035,0.04389999958220869
145,2900.0,2900.0010000017937,0.0461999952676706
146,2920.0,2920.0009999985923,0.047599998652003706
147,2940.0,2940.0009000019054,0.05080000119050965
148,2960.0,2960.042099999555,0.060699996538460255
149,2980.0,2980.0010999970254,0.04520000220509246
150,3000.0,3000.0010000003385,0.04859999899053946
151,3020.0,3020.002099998237,0.05300000339047983
152,3040.0,3040.001100001973,0.049299997044727206
153,3060.0,3060.0010999987717,0.044500004150904715
154,3080.0,3080.000800000562,0.04130000161239877
155,3100.0,3100.0007999973604,0.04520000220509246
156,3120.0,3120.001000002958,0.04819999594474211
157,3140.0,3140.0009999997565,0.04320000152802095
158,3160.0,3160.0010999973165,0.04340000305091962
159,3180.0,3180.000899999868,0.04340000305091962
160,3200.0,3200.000999997428,0.04140000237384811
161,3220.0,3220.0010000015027,0.04690000059781596
162,3240.0,3240.000700003293,0.035899996873922646
