block_index,target_elapsed_ms,submit_elapsed_ms,submit_call_ms
0,0.0,0.005599998985417187,0.03429999924264848
1,20.0,20.000900003651623,0.05239999882178381
2,40.0,40.00169999926584,0.04440000338945538
3,60.0,60.01249999826541,0.04410000110510737
4,80.0,80.17200000176672,0.06749999738531187
5,100.0,100.00099999888334,0.04140000237384811
6,120.0,120.01099999906728,0.051200004236306995
7,140.0,140.00189999933355,0.05059999966761097
8,160.0,160.00070000154665,0.03879999712808058
9,180.0,180.11719999776687,0.050000002374872565
10,200.0,200.05890000174986,0.04549999721348286
11,220.0,220.0007999999798,0.03840000135824084
12,240.0,240.00070000329288,0.04020000051241368
13,260.0,260.05560000339756,0.07639999967068434
14,280.0,280.1166999997804,0.13700000272365287
15,300.0,300.0010000032489,0.04739999712910503
16,320.0,320.00069999776315,0.04370000533526763
17,340.0,340.00080000259914,0.04569999873638153
18,360.0,360.0005999978748,0.04150000313529745
19,380.0,380.00040000042645,0.03480000304989517
20,400.0,400.0006999995094,0.036600002204068005
21,420.0,420.00089999783086,0.04270000499673188
22,440.0,440.036300002248,0.03869999636663124
23,460.0,460.00050000293413,0.039699996705166996
24,480.0,480.0007000012556,0.03850000211969018
25,500.0,500.00050000380725,0.040599996282253414
26,520.0,520.0005000006058,0.03909999941242859
27,540.0,540.0007999996888,0.04479999915929511
28,560.0,560.0006000022404,0.04230000195093453
29,580.0,580.0004999982775,0.0360000049113296
30,600.0,600.000700003875,0.03929999365936965
31,620.0,620.0007000006735,0.03719999949680641
32,640.0,640.0006999974721,0.03360000118846074
33,660.0,660.001000003831,0.03569999535102397
34,680.0,680.0005999975838,0.03590000414988026
35,700.0,700.0007000024198,0.037699996028095484
36,720.0,720.0007999999798,0.03909999941242859
37,740.0,740.0008000040543,0.036499994166661054
38,760.0,760.0187999996706,0.04220000118948519
39,780.0,780.0371999983327,0.040099999750964344
40,800.0,800.0004999994417,0.036299999919719994
41,820.0,820.0006000042777,0.036299999919719994
42,840.0,840.0062000000617,0.04030000127386302
43,860.0,860.0006999986363,0.0377000033040531
44,880.0,880.0009000042337,0.03609999839682132
45,900.0,900.0005999987479,0.03460000152699649
46,920.0,920.0006000028225,0.03489999653538689
47,940.0,940.0007000003825,0.03899999865097925
48,960.0,960.000700004457,0.040099999750964344
49,980.0,980.0007000012556,0.038899997889529914
50,1000.0,1000.0008999995771,0.03909999941242859
51,1020.0,1020.0005000006058,0.037500001781154424
52,1040.0,1040.0005999981659,0.03640000068116933
53,1060.0,1060.0006000022404,0.03840000135824084
54,1080.0,1080.000599999039,0.029000002541579306
55,1100.0,1100.0006000031135,0.032500000088475645
56,1120.0,1120.0007000006735,0.032199997804127634
57,1140.0,1140.0005000032252,0.030199997127056122
58,1160.0,1160.0005000000237,0.03139999898849055
59,1180.0,1180.0005000040983,0.0337999954354018
60,1200.0,1200.0038999976823,0.035700002626981586
61,1220.0,1220.000599998457,0.04050000279676169
62,1240.0,1240.0007000032929,0.035400000342633575
63,1260.0,1260.0004999985686,0.039500002458225936
64,1280.0,1280.000700004166,0.02769999991869554
65,1300.0,1300.0009000024875,0.03779999678954482
66,1320.0,1320.0006999977631,0.036299999919719994
67,1340.0,1340.0007000018377,0.04430000262800604
68,1360.0,1360.0005999978748,0.04180000541964546
69,1380.0,1380.0004000004265,0.0335000004270114
70,1400.0,1400.0004999979865,0.0394000016967766
71,1420.0,1420.000700003584,0.042599996959324926
72,1440.0,1440.0007000003825,0.04020000051241368
73,1460.0,1460.0076999995508,0.03290000313427299
74,1480.0,1480.0009000027785,0.036799996451009065
75,1500.0,1500.0005000038072,0.028899994504172355
76,1520.0,1520.0007000021287,0.033899996196851134
77,1540.0,1540.0005999981659,0.03510000533424318
78,1560.0,1560.000500001479,0.039200000173877925
79,1580.0,1580.000599999039,0.030399998649954796
80,1600.0,1600.000700003875,0.034699995012488216
81,1620.0,1620.000599999912,0.0377000033040531
82,1640.0,1640.0007999982336,0.04060000355821103
83,1660.0,1660.069099998509,0.04460000491235405
84,1680.0,1680.0849999999627,0.061700004152953625
85,1700.0,1700.0098999997135,0.0518000015290454
86,1720.0,1720.065400004387,0.049899994337465614
87,1740.0,1740.0013000005856,0.054299998737405986
88,1760.0,1760.0047000014456,0.05219999729888514
89,1780.0,1780.0007999976515,0.04560000525088981
90,1800.0,1800.000800001726,0.0444999968749471
91,1820.0,1820.0006999977631,0.04580000677378848
92,1840.0,1840.0008000025991,0.04980000085197389
93,1860.0,1860.001100001682,0.04569999873638153
94,1880.0,1880.0006000019494,0.03999999898951501
95,1900.0,1900.0008000002708,0.0453000029665418
96,1920.0,1920.0009999985923,0.047100002120714635
97,1940.0,1940.0009000019054,0.05119999696034938
98,1960.0,1960.0011000002269,0.05059999966761097
99,1980.0,1980.0006000004942,0.055999997130129486
100,2000.0,2000.0010000003385,0.04859999899053946
101,2020.0,2020.0008000028902,0.0486999997519888
102,2040.0,2040.0091999981669,0.04400000034365803
103,2060.0,2060.0009999980102,0.048800000513438135
104,2080.0,2080.000800000562,0.04189999890513718
105,2100.0,2100.0007999973604,0.043000000005122274
106,2120.0,2120.004500000505,0.04649999755201861
107,2140.0,2140.119900002901,0.05080000119050965
108,2160.0,2160.122400004184,0.049700000090524554
109,2180.0,2180.617500001972,0.11329999688314274
110,2200.0,2200.201300001936,0.10109999857377261
111,2220.0,2220.011400000658,0.14209999790182337
112,2240.0,2240.0061000007554,0.05709999823011458
113,2260.0,2260.0032999980613,0.1247000036528334
114,2280.0,2280.002200001036,0.0988000028883107
115,2300.0,2300.0023999993573,0.10930000280495733
116,2320.0,2320.0857999981963,0.11390000145183876
117,2340.0,2340.001199998369,0.06340000254567713
118,2360.0,2360.000900000159,0.04289999924367294
119,2380.0,2380.000700002711,0.046799999836366624
120,2400.0,2400.000599998748,0.04410000110510737
121,2420.0,2420.0009999985923,0.05100000271340832
122,2440.0,2440.000800001144,0.048499998229090124
123,2460.0,2460.033299998031,0.047900000936351717
124,2480.0,2480.0007000012556,0.04289999924367294
125,2500.0,2500.0007999988156,0.049100002797786146
126,2520.0,2520.0007000021287,0.045599997974932194
127,2540.0,2540.001300003496,0.05179999425308779
128,2560.0,2560.000700003002,0.05070000042906031
129,2580.0,2580.000599999039,0.04150000313529745
130,2600.0,2600.023600003624,0.043799998820759356
131,2620.0,2620.0007000006735,0.037099998735357076
132,2640.0,2640.000699997472,0.03890000516548753
133,2660.0,2660.0009000030695,0.041399995097890496
134,2680.0,2680.000699998345,0.03960000321967527
135,2700.0,2700.0009000039427,0.05029999738326296
136,2720.0,2720.094299998891,0.04769999941345304
137,2740.0,2740.0009999983013,0.04730000364361331
138,2760.0,2760.0009000016144,0.0503999981447123
139,2780.0,2780.0007999976515,0.04440000338945538
140,2800.0,2800.0012999982573,0.06270000449148938
141,2820.0,2820.000699997763,0.04610000178217888
142,2840.0,2840.001199998369,0.05059999966761097
143,2860.0,2860.0100000039674,0.047299996367655694
144,2880.0,2880.0008000034722,0.04289999924367294
145,2900.0,2900.000800000271,0.04440000338945538
146,2920.0,2920.0010999993538,0.050300004659220576
147,2940.0,2940.001000002667,0.05249999958323315
148,2960.0,2960.000899998704,0.042800005758181214
149,2980.0,2980.00100000354,0.04249999619787559
150,3000.0,3000.0007999988156,0.04189999890513718
151,3020.0,3020.0028000035672,0.03879999712808058
152,3040.0,3040.00090000045,0.05390000296756625
153,3060.0,3060.0013000002946,0.06269999721553177
154,3080.0,3080.0009000013233,0.04569999873638153
155,3100.0,3100.0006000031135,0.04220000118948519
156,3120.0,3120.0009000021964,0.045000000682193786
157,3140.0,3140.0007999982336,0.0394000016967766
158,3160.0,3160.0009000030695,0.0470000013592653
159,3180.0,3180.001100001391,0.04249999619787559
160,3200.0,3200.000999997428,0.04770000668941066
161,3220.0,3220.0010000015027,0.04520000220509246
162,3240.0,3240.0009999983013,0.04890000127488747
163,3260.0,3260.000800000853,0.049299997044727206
164,3280.0,3280.000899998413,0.05529999907594174
165,3300.0,3300.0009000024875,0.05450000026030466
166,3320.0,3320.0007999985246,0.05310000415192917
167,3340.0,3340.000800002599,0.04199999966658652
168,3360.0,3360.0007999993977,0.04389999958220869
169,3380.0,3380.013300004066,0.04579999949783087
170,3400.0,3400.000800000271,0.04739999712910503
171,3420.0,3420.0006000028225,0.04389999958220869
172,3440.0,3440.000800001144,0.045599997974932194
173,3460.0,3460.000700004457,0.04249999619787559
174,3480.0,3480.0007000012556,0.04269999772077426
175,3500.0,3500.000899999577,0.044699998397845775
176,3520.0,3520.0006000013673,0.04720000288216397
177,3540.0,3540.010800003074,0.048999994760379195
178,3560.0,3560.0008000037633,0.04549999721348286
179,3580.0,3580.000599999039,0.03970000398112461
180,3600.0,3600.035299998126,0.05110000347485766
181,3620.0,3620.0007000006735,0.043000000005122274
182,3640.0,3640.128899998672,0.050499998906161636
183,3660.0,3660.001000003831,0.05119999696034938
184,3680.0,3680.000699998345,0.04640000406652689
185,3700.0,3700.0350000016624,0.04859999899053946
186,3720.0,3720.0010000015027,0.04890000127488747
187,3740.0,3740.002300000924,0.05200000305194408
188,3760.0,3760.00059999933,0.043600004573818296
189,3780.0,3780.000899998413,0.043300002289470285
190,3800.0,3800.000800001726,0.043799998820759356
191,3820.0,3820.0007999985246,0.04099999932805076
192,3840.0,3840.112500001851,0.05160000000614673
193,3860.0,3860.0014000039664,0.05179999425308779
194,3880.0,3880.0008000034722,0.04889999399892986
195,3900.0,3900.08040000248,0.11439999798312783
196,3920.0,3920.0013000008767,0.06959999882383272
197,3940.0,3940.0011000034283,0.0655999974696897
198,3960.0,3960.0009999994654,0.05239999882178381
199,3980.0,3980.000800002017,0.04749999789055437
200,4000.0,4000.000899999577,0.04079999780515209
201,4020.0,4020.0009000036516,0.04690000059781596
202,4040.0,4040.0090999974054,0.07140000525396317
203,4060.0,4060.0008000037633,0.04669999907491729
204,4080.0,4080.0006999998004,0.04430000262800604
205,4100.0,4100.116800000251,0.04600000102072954
206,4120.0,4120.005400000082,0.046200002543628216
207,4140.0,4140.015099997981,0.05110000347485766
208,4160.0,4160.000700001547,0.04749999789055437
209,4180.0,4180.000599997584,0.051500006520655006
210,4200.0,4200.000999997428,0.09280000085709617
211,4220.0,4220.000900000741,0.0503999981447123
212,4240.0,4240.000800004054,0.05239999882178381
213,4260.0,4260.000800000853,0.043300002289470285
214,4280.0,4280.059400000027,0.043799998820759356
215,4300.0,4300.0009000024875,0.04269999772077426
216,4320.0,4320.000899999286,0.04410000110510737
217,4340.0,4340.0010999976075,0.049500005843583494
218,4360.0,4360.000900000159,0.04610000178217888
219,4380.0,4380.000700002711,0.042100000428035855
220,4400.0,4400.008800002979,0.04999999509891495
221,4420.0,4420.014399998763,0.046600005589425564
222,4440.0,4440.0049000032595,0.05289999535307288
223,4460.0,4460.0007999979425,0.046200002543628216
224,4480.0,4480.00100000354,0.04769999941345304
225,4500.0,4500.007900001947,0.04569999873638153
226,4520.0,4520.00080000289,0.049700000090524554
227,4540.0,4540.001100001973,0.04769999941345304
228,4560.0,4560.000800003763,0.04400000034365803
229,4580.0,4580.0006999998,0.045900000259280205
230,4600.0,4600.000700003875,0.03619999915827066
231,4620.0,4620.000499999151,0.037800004065502435
232,4640.0,4640.000600003987,0.04079999780515209
233,4660.0,4660.00090000307,0.04539999645203352
234,4680.0,4680.000699998345,0.07800000457791612
235,4700.0,4700.000500000897,0.038300000596791506
236,4720.0,4720.000599998457,0.03880000440403819
237,4740.0,4740.000600002531,0.04069999704370275
238,4760.0,4760.001100003137,0.039699996705166996
239,4780.0,4780.000700004166,0.035899996873922646
240,4800.0,4800.000499999442,0.03650000144261867
241,4820.0,4820.000600004278,0.03789999755099416
242,4840.0,4840.000700001838,0.03819999983534217
243,4860.0,4860.000799999398,0.03640000068116933
244,4880.0,4880.000600001949,0.031299998227041215
245,4900.0,4900.0004999979865,0.03390000347280875
246,4920.0,4920.000500002061,0.028299997211433947
247,4940.0,4940.00120000419,0.036799996451009065
248,4960.0,4960.000700004457,0.032999996619764715
249,4980.0,4980.000600000494,0.035400000342633575
250,5000.0,5000.000699998054,0.031200004741549492
251,5020.0,5020.000700002129,0.03479999577393755
252,5040.0,5040.000699998927,0.21019999985583127
253,5060.0,5060.00060000224,0.03609999839682132
254,5080.0,5080.001100002846,0.034199998481199145
255,5100.0,5100.0006000031135,0.031600000511389226
256,5120.0,5120.000599999912,0.029800001357216388
257,5140.0,5140.000799998234,0.03670000296551734
258,5160.0,5160.000600000785,0.03290000313427299
259,5180.0,5180.000500004098,0.03999999898951501
260,5200.0,5200.000800003181,0.0385999956051819
261,5220.0,5220.000699999218,0.03229999856557697
262,5240.0,5240.000999998301,0.03909999941242859
263,5260.0,5260.000900001614,0.03640000068116933
264,5280.0,5280.001200000697,0.05059999966761097
265,5300.0,5300.000700000965,0.03879999712808058
266,5320.0,5320.00120000157,0.07439999899361283
267,5340.0,5340.000399999553,0.04630000330507755
268,5360.0,5360.0141999995685,0.1680999994277954
269,5380.0,5380.000700002711,0.03949999518226832
270,5400.0,5400.000699999509,0.0453000029665418
271,5420.0,5420.0006000028225,0.062200000684242696
272,5440.0,5440.0007000003825,0.045599997974932194
273,5460.0,5460.000500002934,0.03749999450519681
274,5480.0,5480.000700001256,0.04169999738223851
275,5500.0,5500.000699998054,0.04310000076657161
276,5520.0,5520.000600001367,0.043499996536411345
277,5540.0,5540.000699998927,0.04479999915929511
278,5560.0,5560.00099999801,0.05890000466024503
279,5580.0,5580.001000002085,0.04130000161239877
280,5600.0,5600.0006000031135,0.03479999577393755
281,5620.0,5620.000599999912,0.03560000186553225
282,5640.0,5640.000600003987,0.040599996282253414
283,5660.0,5660.000500000024,0.03319999814266339
284,5680.0,5680.000799999107,0.044699998397845775
285,5700.0,5700.000400000135,0.04060000355821103
286,5720.0,5720.0035999994725,0.039500002458225936
287,5740.0,5740.009599998302,0.044200001866556704
288,5760.0,5760.0007000000915,0.04600000102072954
289,5780.0,5780.000700004166,0.032999996619764715
290,5800.0,5800.000700000965,0.03779999678954482
291,5820.0,5820.000699997763,0.044200001866556704
292,5840.0,5840.000500000315,0.04369999805931002
293,5860.0,5860.000699998636,0.03970000398112461
294,5880.0,5880.000700002711,0.03789999755099416
295,5900.0,5900.000599998748,0.04060000355821103
296,5920.0,5920.000800004345,0.04189999890513718
297,5940.0,5940.0007000003825,0.04199999966658652
298,5960.0,5960.000600003696,0.041200000850949436
299,5980.0,5980.139999999665,0.04600000102072954
300,6000.0,6000.081600002886,0.042100000428035855
301,6020.0,6020.001000004413,0.043799998820759356
302,6040.0,6040.000699998927,0.039500002458225936
303,6060.0,6060.00060000224,0.041200000850949436
304,6080.0,6080.0004999982775,0.03700000524986535
305,6100.0,6100.036800002272,0.03949999518226832
306,6120.0,6120.000499999151,0.036900004488416016
307,6140.0,6140.000600003987,0.03749999450519681
308,6160.0,6160.000700001547,0.04459999763639644
309,6180.0,6180.000699998345,0.10770000517368317
310,6200.0,6200.000500000897,0.04030000127386302
311,6220.0,6220.000699999218,0.043600004573818296
312,6240.0,6240.000999998301,0.04370000533526763
313,6260.0,6260.0007000000915,0.04410000110510737
314,6280.0,6280.000700004166,0.0444999968749471
315,6300.0,6300.000700000965,0.04369999805931002
316,6320.0,6320.0010000000475,0.03960000321967527
317,6340.0,6340.000500000315,0.03699999797390774
318,6360.0,6360.000500004389,0.03899999865097925
319,6380.0,6380.000800003472,0.041200000850949436
320,6400.0,6400.000800000271,0.04220000118948519
321,6420.0,6420.000700003584,0.03979999746661633
322,6440.0,6440.002000003005,0.04389999958220869
323,6460.0,6460.000600003696,0.04049999552080408
324,6480.0,6480.000700001256,0.038899997889529914
325,6500.0,6500.089000001026,0.044699998397845775
326,6520.0,6520.000600001367,0.044399996113497764
327,6540.0,6540.000699998927,0.03980000474257395
328,6560.0,6560.001300000295,0.04140000237384811
329,6580.0,6580.0006999998,0.05819999933009967
330,6600.0,6600.04189999745,0.04260000423528254
331,6620.0,6620.000399998389,0.03719999949680641
332,6640.0,6640.000899998995,0.042400002712383866
333,6660.0,6660.000500000024,0.037800004065502435
334,6680.0,6680.000699998345,0.04430000262800604
335,6700.0,6700.000800003181,0.04239999543642625
336,6720.0,6720.002100002603,0.043499996536411345
337,6740.0,6740.000800004054,0.04239999543642625
338,6760.0,6760.001000002376,0.0385999956051819
339,6780.0,6780.0006000034045,0.11409999569877982
340,6800.0,6800.000700000965,0.04389999958220869
341,6820.0,6820.000500003516,0.036499994166661054
342,6840.0,6840.000600001076,0.03529999958118424
343,6860.0,6860.000500004389,0.03159999323543161
344,6880.0,6880.000500001188,0.03190000279573724
345,6900.0,6900.0004999979865,0.03330000618007034
346,6920.0,6920.0006000028225,0.03599999763537198
347,6940.0,6940.0007000003825,0.03699999797390774
348,6960.0,6960.000700004457,0.038899997889529914
349,6980.0,6980.000800002017,0.038899997889529914
350,7000.0,7000.000500003807,0.0337999954354018
351,7020.0,7020.000500000606,0.031600000511389226
352,7040.0,7040.000699998927,0.03719999949680641
353,7060.0,7060.01130000368,0.03989999822806567
354,7080.0,7080.0006999998,0.1033000007737428
355,7100.0,7100.000700003875,0.039200000173877925
356,7120.0,7120.0007000006735,0.037099998735357076
357,7140.0,7140.000699997472,0.0377000033040531
358,7160.0,7160.000600000785,0.03809999907389283
359,7180.0,7180.000599997584,0.03360000118846074
360,7200.0,7200.000500000897,0.03930000093532726
361,7220.0,7220.000900000741,0.03850000211969018
362,7240.0,7240.000600002531,0.03569999535102397
363,7260.0,7260.0007000000915,0.038700003642588854
364,7280.0,7280.001500002982,0.04189999890513718
365,7300.0,7300.0061999991885,0.0453000029665418
366,7320.0,7320.000500003516,0.03669999568955973
367,7340.0,7340.000600001076,0.0351999988197349
368,7360.0,7360.000799999398,0.03840000135824084
369,7380.0,7380.000700002711,0.03609999839682132
370,7400.0,7400.000699999509,0.037800004065502435
371,7420.0,7420.012599999609,0.04220000118948519
372,7440.0,7440.092800003185,0.04039999475935474
373,7460.0,7460.000700004457,0.04079999780515209
374,7480.0,7480.000600000494,0.04060000355821103
375,7500.0,7500.000699998054,0.0408000050811097
376,7520.0,7520.000700002129,0.044699998397845775
377,7540.0,7540.00090000045,0.042100000428035855
378,7560.0,7560.000800003763,0.03749999450519681
